"Ano";"Órgão Superior";"Órgão";"Unidade Gestora";"Categoria";"Origem";"Espécie";"Detalhamento";"Valor LOA";"Valor Atualizado";
"2022";"52000 - Ministério da Defesa";"52911 - Fundo Aeronáutico";"121002 - SECRETARIA DE ECON. E FIN.DA AER.- F.AER.";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"28.350.720,00";"28.350.720,00";
"2022";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"153079 - UNIVERSIDADE FEDERAL DO PARANA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"169 - Outros serviços";"16999901 - OUTROS SERVICOS-PRINCIPAL";"1.269.205,00";"1.269.205,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11110201 - IMPOSTO SOBRE A EXPORTACAO-PRINCIPAL";"107.280.710,00";"107.280.710,00";
"2022";"41000 - Ministério das Comunicações";"41232 - Fundo de Universalização dos Serviços de Telecomunicações";"413047 - FUNDO DE UNIVERS.DOS SERV.TELECOMUNICACOES";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"133 - Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença";"13330423 - CESS.DIR.USO.RADFRQ-POSIC.ORBITAIS/DA.PRC";"0,00";"0,00";
"2022";"40000 - Ministério do Trabalho";"37904 - Fundo do Regime Geral da Previdência Social";"513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130313 - IRRF-TRABALHO-DIVIDA ATIVA";"868.010,00";"868.010,00";
"2022";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"153978 - INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"0,00";"0,00";
"2022";"32000 - Ministério de Minas e Energia";"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110401 - SERVICOS DE INFORMACAO E TECNOLOGIA-PRINCIPAL";"195.948.324,00";"195.948.324,00";
"2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"158123 - INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"57.720,00";"57.720,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11150102 - IOF-OURO-MULTAS E JUROS";"1.139.725,00";"1.139.725,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130203 - IRPJ-LIQUIDA DE INCENTIVOS-DIVIDA ATIVA";"19.263.886,00";"19.263.886,00";
"2022";"26000 - Ministério da Educação";"26449 - Universidade Federal do Cariri";"158719 - UNIVERSIDADE FEDERAL DO CARIRI";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"53.307,00";"53.307,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11120112 - ITR-MUNICIPIOS CONVENIADOS-MULTAS E JUROS";"113.168.906,00";"113.168.906,00";
"2022";"26000 - Ministério da Educação";"26230 - Fundação Universidade Federal do Vale do São Francisco";"154421 - FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52132 - Comando da Marinha - Fundo Naval";"673001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52904 - Fundo do Exército";"167086 - FUNDO DO EXERCITO";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"2.172,00";"2.172,00";
"2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"153038 - UNIVERSIDADE FEDERAL DA BAHIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19219901 - OUTRAS INDENIZACOES-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26274 - Fundação Universidade Federal de Uberlândia ";"154043 - FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"1 - Receitas Correntes";"17 - Transferências Correntes";"173 - Transferências dos Municípios e de suas Entidades";"17320101 - TRANSF.REC.ORG.UNIAO CONV.MUN./ENTID.-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12210702 - CIDE-REMESSAS AO EXTERIOR-MULTAS E JUROS";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"30204 - Instituto Nacional da Propriedade Industrial";"183038 - INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19230301 - REVERSAO DE GARANTIAS-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro ";"153166 - UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"1.790.494,00";"1.790.494,00";
"2022";"26000 - Ministério da Educação";"26251 - Fundação Universidade Federal do Tocantins";"154419 - FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"130.292,00";"130.292,00";
"2022";"26000 - Ministério da Educação";"26411 - Instituto Federal do Sudeste de Minas Gerais";"158123 - INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26266 - Fundação Universidade Federal do Pampa";"154359 - FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL";"71.500,00";"71.500,00";
"2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"183023 - INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11210102 - TAXAS INSPECAO,CONTROLE E FISCALIZ.-MUL.JUR.";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"533014 - SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19991311 - REC.RECEB.DE FUNDOS DESENV.REGIONAL-PRINC.";"1.875.275,00";"1.875.275,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130317 - IRRF-TRABALHO-MULTAS DA DIVIDA ATIVA";"434.975,00";"434.975,00";
"2022";"52000 - Ministério da Defesa";"52132 - Comando da Marinha - Fundo Naval";"673001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"1 - Receitas Correntes";"16 - Receita de Serviços ";"169 - Outros serviços";"16999901 - OUTROS SERVICOS-PRINCIPAL";"12.348,00";"12.348,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22211 - Companhia Nacional de Abastecimento";"135100 - COMPANHIA NACIONAL DE ABASTECIMENTO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999922 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-MUL.JUR.";"3.408,00";"3.408,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12211111 - CONTR.S/FATUR.EMPR.INFO.INST.AMAZONIA-PRINC.";"24.045.765,00";"24.045.765,00";
"2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"158658 - UNIV. FEDERAL DA INTEGRACAO-LATINO-AMERICANA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"153065 - UNIVERSIDADE FEDERAL DA PARAIBA";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"131 - Exploração do patrimônio imobiliário do Estado";"13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL";"731.967,00";"731.967,00";
"2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"20301 - Comissão Nacional de Energia Nuclear";"113209 - CNEN-ORCAMENTO E FINANCAS";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"21.501,00";"21.501,00";
"2022";"24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações";"24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico";"240901 - FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"40000 - Ministério do Trabalho";"37904 - Fundo do Regime Geral da Previdência Social";"513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12140201 - CONTRIB.PREVIDENCIARIA DO SEGURADO-PRINC.";"139.302.148.691,00";"139.302.148.691,00";
"2022";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"25201 - Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"173057 - BANCO CENTRAL DO BRASIL";"1 - Receitas Correntes";"16 - Receita de Serviços ";"169 - Outros serviços";"16999901 - OUTROS SERVICOS-PRINCIPAL";"0,00";"0,00";
"2022";"52000 - Ministério da Defesa";"52911 - Fundo Aeronáutico";"121002 - SECRETARIA DE ECON. E FIN.DA AER.- F.AER.";"1 - Receitas Correntes";"16 - Receita de Serviços ";"162 - Serviços e Atividades Referentes à Navegação e ao Transporte";"16210201 - SERV.TRANSP.PASSAG.OU MERC.-PRINC.";"1.226.575,00";"1.226.575,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"22204 - Departamento Nacional de Obras Contra as Secas";"113802 - DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/UO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"194 - MULTAS E JUROS DE MORA DAS REC.DE CAPITAL";"19420106 - MUL.JUR.MORA ALIEN.BENS IMOV.EM GERAL-JUROS";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26274 - Fundação Universidade Federal de Uberlândia ";"154043 - FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"2.120,00";"2.120,00";
"2022";"52000 - Ministério da Defesa";"52132 - Comando da Marinha - Fundo Naval";"673001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM";"2 - Receitas de Capital";"22 - Alienação de Bens";"222 - Alienação de bens imóveis";"22210101 - ALIENACAO DE BENS IMOVEIS EM GERAL-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"153052 - UNIVERSIDADE FEDERAL DE GOIAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"4.098,00";"4.098,00";
"2022";"52000 - Ministério da Defesa";"52000 - Ministério da Defesa - Unidades com vínculo direto";"110407 - DEPARTAMENTO DE PLANEJ, ORC E FINANCAS (MD)";"2 - Receitas de Capital";"21 - Operações de Crédito ";"212 - Operações de crédito - mercado externo";"21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.";"199.382.655,00";"199.382.655,00";
"2022";"22000 - Ministério da Agricultura, Pecuária e Abastecimento";"22201 - Instituto Nacional de Colonização e Reforma Agrária";"373001 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS-DOF";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11220201 - EMOLUMENTOS E CUSTAS JUDICIAIS-PRINCIPAL";"797.248.575,00";"797.248.575,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12114906 - COFINS SOBRE O FATURAMENTO-PARCELAM.-JUROS";"698.313.580,00";"698.313.580,00";
"2022";"25000 - Ministério da Economia";"25000 - Ministério da Economia - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19990901 - PRESTACAO DE CONTAS ELEITORAIS-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26233 - Universidade Federal do Ceará";"153045 - UNIVERSIDADE FEDERAL DO CEARA";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"180.621,00";"180.621,00";
"2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"158129 - INST FED DE EDUC CIENC E TECNOLOGIA BAIANO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"158133 - INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"158658 - UNIV. FEDERAL DA INTEGRACAO-LATINO-AMERICANA";"1 - Receitas Correntes";"17 - Transferências Correntes";"172 - Transferências dos Estados e do Distrito Federal e de suas Entidades";"17240101 - TRANSF.REC.ORG.UNIAO CONV.EST/DF/ENT.-PRINC.";"617.829,00";"617.829,00";
"2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"25914 - Fundo de Garantia à Exportação";"170356 - FUNDO DE GARANTIA A EXPORTACAO-BNDES";"1 - Receitas Correntes";"13 - Receita Patrimonial ";"132 - Valores Mobiliários";"13210501 - JUROS DE TITULOS DE RENDA-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"153037 - UNIVERSIDADE FEDERAL DE ALAGOAS";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"30000 - Ministério da Justiça e Segurança Pública";"30108 - Departamento de Polícia Federal";"200336 - COORDENACAO DE ORCAMENTO FINANCAS CONTABILIDA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais ";"19111201 - MULTAS PREVISTAS LEGISLACAO ANTIDROGAS-PRINC.";"350.751,00";"350.751,00";
"2022";"44000 - Ministério do Meio Ambiente";"20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"53000 - Ministério do Desenvolvimento Regional";"29214 - Companhia Brasileira de Trens Urbanos";"275068 - CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";
"2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"242160 - TELECOMUNICACOES BRASILEIRAS S/A";"1 - Receitas Correntes";"16 - Receita de Serviços ";"161 - Serviços Administrativos e Comerciais Gerais";"16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL";"0,00";"0,00";
"2022";"26000 - Ministério da Educação";"26421 - Instituto Federal de Rondônia";"158148 - INST. FED. DE EDUC.,CIENC. E TEC. DE RONDONIA";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"0,00";"0,00";
"2022";"25000 - Ministério da Economia";"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia";"183023 - INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"0,00";
